"","date","areaName","cumCases","cumDeaths","newCases","newDeaths","newCasesAvg"
"6",2020-12-08,1,105852,4383,717,22,156.8
"7",2020-12-07,1,105135,4361,757,33,154.2
"8",2020-12-06,1,104378,4328,509,24,154.4
"9",2020-12-05,1,103869,4304,413,33,152.4
"10",2020-12-04,1,103456,4271,557,21,155.4
"11",2020-12-03,1,102899,4250,591,27,158.4
"12",2020-12-02,1,102308,4223,642,24,162.6
"13",2020-12-01,1,101666,4199,647,24,168.7
"14",2020-11-30,1,101019,4175,763,33,176.4
"15",2020-11-29,1,100256,4142,455,34,184.2
"16",2020-11-28,1,99801,4108,494,30,190.5
"17",2020-11-27,1,99307,4078,637,24,197.4
"18",2020-11-26,1,98670,4054,702,32,208.8
"19",2020-11-25,1,97968,4022,805,31,220.9
"20",2020-11-24,1,97163,3991,853,39,241
"21",2020-11-23,1,96310,3952,971,36,264.1
"22",2020-11-22,1,95339,3916,625,38,286.6
"23",2020-11-21,1,94714,3878,678,39,302.6
"24",2020-11-20,1,94036,3839,942,40,316.6
"25",2020-11-19,1,93094,3799,1023,33,337.9
"26",2020-11-18,1,92071,3766,1342,35,357
"27",2020-11-17,1,90729,3731,1470,35,376.3
"28",2020-11-16,1,89259,3696,1572,29,387.8
"29",2020-11-15,1,87687,3667,1052,36,405.9
"30",2020-11-14,1,86635,3631,1051,38,415
"31",2020-11-13,1,85584,3593,1511,32,426
"32",2020-11-12,1,84073,3561,1534,22,424.1
"33",2020-11-11,1,82539,3539,1858,25,422.3
"34",2020-11-10,1,80681,3514,1777,27,405.7
"35",2020-11-09,1,78904,3487,2055,41,396
"36",2020-11-08,1,76849,3446,1295,22,381.7
"37",2020-11-07,1,75554,3424,1345,32,370.4
"38",2020-11-06,1,74209,3392,1460,30,353.2
"39",2020-11-05,1,72749,3362,1486,26,343.8
"40",2020-11-04,1,71263,3336,1414,26,330.2
"41",2020-11-03,1,69849,3310,1519,23,321.1
"42",2020-11-02,1,68330,3287,1672,21,308.2
"43",2020-11-01,1,66658,3266,994,28,295
"44",2020-10-31,1,65664,3238,885,20,289.5
"45",2020-10-30,1,64779,3218,1210,31,288.6
"46",2020-10-29,1,63569,3187,1122,19,282.1
"47",2020-10-28,1,62447,3168,1171,29,286.1
"48",2020-10-27,1,61276,3139,1176,21,298.6
"49",2020-10-26,1,60100,3118,1317,24,308.3
"50",2020-10-25,1,58783,3094,848,18,311.8
"51",2020-10-24,1,57935,3076,861,19,311
"52",2020-10-23,1,57074,3057,1038,14,309
"53",2020-10-22,1,56036,3043,1227,25,310.5
"54",2020-10-21,1,54809,3018,1506,21,308.3
"55",2020-10-20,1,53303,2997,1434,24,303.9
"56",2020-10-19,1,51869,2973,1410,24,298.7
"57",2020-10-18,1,50459,2949,827,18,297.8
"58",2020-10-17,1,49632,2931,807,19,301.8
"59",2020-10-16,1,48825,2912,1079,16,303.1
"60",2020-10-15,1,47746,2896,1168,19,306.8
"61",2020-10-14,1,46578,2877,1388,18,314.6
"62",2020-10-13,1,45190,2859,1296,15,317.8
"63",2020-10-12,1,43894,2844,1387,12,323.2
"64",2020-10-11,1,42507,2832,933,18,322.7
"65",2020-10-10,1,41574,2814,841,18,332.7
"66",2020-10-09,1,40733,2796,1178,9,344.8
"67",2020-10-08,1,39555,2787,1377,17,346.2
"68",2020-10-07,1,38178,2770,1472,14,338.9
"69",2020-10-06,1,36706,2756,1442,11,319.8
"70",2020-10-05,1,35264,2745,1374,14,305
"71",2020-10-04,1,33890,2731,1199,13,289.8
"72",2020-10-03,1,32691,2718,1164,11,269.6
"73",2020-10-02,1,31527,2707,1216,20,255.2
"74",2020-10-01,1,30311,2687,1181,8,232.4
"75",2020-09-30,1,29130,2679,963,7,215.1
"76",2020-09-29,1,28167,2672,1046,8,203
"77",2020-09-28,1,27121,2664,969,10,184.4
"78",2020-09-27,1,26152,2654,660,15,171
"79",2020-09-26,1,25492,2639,778,11,168.4
"80",2020-09-25,1,24714,2628,608,9,155.5
"81",2020-09-24,1,24106,2619,719,3,150
"82",2020-09-23,1,23387,2616,640,6,136.9
"83",2020-09-22,1,22747,2610,549,5,125.2
"84",2020-09-21,1,22198,2605,611,9,114.5
"85",2020-09-20,1,21587,2596,590,7,99
"86",2020-09-19,1,20997,2589,434,2,82.2
"87",2020-09-18,1,20563,2587,463,5,71.8
"88",2020-09-17,1,20100,2582,369,7,61.9
"89",2020-09-16,1,19731,2575,328,5,56.9
"90",2020-09-15,1,19403,2570,263,10,53.4
"91",2020-09-14,1,19140,2560,196,2,51.9
"92",2020-09-13,1,18944,2558,141,1,52.2
"93",2020-09-12,1,18803,2557,156,6,53.3
"94",2020-09-11,1,18647,2551,200,4,56.2
"95",2020-09-10,1,18447,2547,236,1,55.3
"96",2020-09-09,1,18211,2546,234,1,54.1
"97",2020-09-08,1,17977,2545,224,3,50.1
"98",2020-09-07,1,17753,2542,203,3,46.1
"99",2020-09-06,1,17550,2539,170,3,41.9
"100",2020-09-05,1,17380,2536,233,4,37.8
"101",2020-09-04,1,17147,2532,176,2,32
"102",2020-09-03,1,16971,2530,204,7,27.9
"103",2020-09-02,1,16767,2523,127,1,22.8
"104",2020-09-01,1,16640,2522,118,1,20.6
"105",2020-08-31,1,16522,2521,91,2,18
"106",2020-08-30,1,16431,2519,61,1,16
"107",2020-08-29,1,16370,2518,78,5,14.6
"108",2020-08-28,1,16292,2513,67,5,12.9
"109",2020-08-27,1,16225,2508,66,3,12
"110",2020-08-26,1,16159,2505,68,2,11.1
"111",2020-08-25,1,16091,2503,49,2,10.3
"112",2020-08-24,1,16042,2501,39,0,9.8
"113",2020-08-23,1,16003,2501,23,6,9.6
"114",2020-08-22,1,15980,2495,33,1,9.1
"115",2020-08-21,1,15947,2494,42,4,8.5
"116",2020-08-20,1,15905,2490,43,7,8.1
"117",2020-08-19,1,15862,2483,46,5,8.5
"118",2020-08-18,1,15816,2478,36,2,8.2
"119",2020-08-17,1,15780,2476,32,3,8.6
"120",2020-08-16,1,15748,2473,11,0,8.2
"121",2020-08-15,1,15737,2473,18,4,8.3
"122",2020-08-14,1,15719,2469,31,1,8.1
"123",2020-08-13,1,15688,2468,53,3,7.5
"124",2020-08-12,1,15635,2465,39,3,6.4
"125",2020-08-11,1,15596,2462,45,3,6.1
"126",2020-08-10,1,15551,2459,21,4,5.1
"127",2020-08-09,1,15530,2455,15,6,5.1
"128",2020-08-08,1,15515,2449,12,3,5.1
"129",2020-08-07,1,15503,2446,15,4,5
"130",2020-08-06,1,15488,2442,24,5,4.9
"131",2020-08-05,1,15464,2437,30,0,4.5
"132",2020-08-04,1,15434,2437,20,2,4.2
"133",2020-08-03,1,15414,2435,19,4,3.6
"134",2020-08-02,1,15395,2431,16,3,3.3
"135",2020-08-01,1,15379,2428,9,4,2.9
"136",2020-07-31,1,15370,2424,12,6,2.7
"137",2020-07-30,1,15358,2418,15,3,2.5
"138",2020-07-29,1,15343,2415,21,1,2.3
"139",2020-07-28,1,15322,2414,5,5,2.1
"140",2020-07-27,1,15317,2409,9,4,2.4
"141",2020-07-26,1,15308,2405,6,2,2.5
"142",2020-07-25,1,15302,2403,5,2,2.5
"143",2020-07-24,1,15297,2401,7,2,2.5
"144",2020-07-23,1,15290,2399,8,2,2.6
"145",2020-07-22,1,15282,2397,16,3,2.9
"146",2020-07-21,1,15266,2394,14,3,2.9
"147",2020-07-20,1,15252,2391,11,3,2.8
"148",2020-07-19,1,15241,2388,7,3,2.7
"149",2020-07-18,1,15234,2385,4,3,2.6
"150",2020-07-17,1,15230,2382,10,4,2.7
"151",2020-07-16,1,15220,2378,15,0,2.7
"152",2020-07-15,1,15205,2378,16,1,2.8
"153",2020-07-14,1,15189,2377,12,5,2.6
"154",2020-07-13,1,15177,2372,9,5,2.6
"155",2020-07-12,1,15168,2367,3,2,2.7
"156",2020-07-11,1,15165,2365,7,1,2.7
"157",2020-07-10,1,15158,2364,10,4,2.8
"158",2020-07-09,1,15148,2360,17,2,2.7
"159",2020-07-08,1,15131,2358,12,4,2.4
"160",2020-07-07,1,15119,2354,12,2,2.2
"161",2020-07-06,1,15107,2352,11,3,2.2
"162",2020-07-05,1,15096,2349,4,2,2.2
"163",2020-07-04,1,15092,2347,9,4,2.4
"164",2020-07-03,1,15083,2343,8,4,2.5
"165",2020-07-02,1,15075,2339,9,4,2.5
"166",2020-07-01,1,15066,2335,7,5,2.7
"167",2020-06-30,1,15059,2330,11,4,2.8
"168",2020-06-29,1,15048,2326,11,3,3.4
"169",2020-06-28,1,15037,2323,9,7,3.9
"170",2020-06-27,1,15028,2316,13,2,3.7
"171",2020-06-26,1,15015,2314,8,7,3.8
"172",2020-06-25,1,15007,2307,12,12,4
"173",2020-06-24,1,14995,2295,11,3,4.5
"174",2020-06-23,1,14984,2292,26,7,4.8
"175",2020-06-22,1,14958,2285,24,5,4.5
"176",2020-06-21,1,14934,2280,4,9,4.8
"177",2020-06-20,1,14930,2271,17,5,5.8
"178",2020-06-19,1,14913,2266,14,3,6.3
"179",2020-06-18,1,14899,2263,23,8,7.3
"180",2020-06-17,1,14876,2255,19,3,7.3
"181",2020-06-16,1,14857,2252,18,11,8
"182",2020-06-15,1,14839,2241,32,3,8.8
"183",2020-06-14,1,14807,2238,31,8,8.8
"184",2020-06-13,1,14776,2230,31,6,8.3
"185",2020-06-12,1,14745,2224,40,6,8.2
"186",2020-06-11,1,14705,2218,23,11,8.3
"187",2020-06-10,1,14682,2207,38,8,9.6
"188",2020-06-09,1,14644,2199,40,11,10.1
"189",2020-06-08,1,14604,2188,33,10,10.8
"190",2020-06-07,1,14571,2178,17,12,12.2
"191",2020-06-06,1,14554,2166,28,7,13.3
"192",2020-06-05,1,14526,2159,42,15,14
"193",2020-06-04,1,14484,2144,59,11,15
"194",2020-06-03,1,14425,2133,51,10,14.6
"195",2020-06-02,1,14374,2123,59,20,17.1
"196",2020-06-01,1,14315,2103,70,7,18.6
"197",2020-05-31,1,14245,2096,46,15,18.2
"198",2020-05-30,1,14199,2081,46,14,19.4
"199",2020-05-29,1,14153,2067,70,23,20.5
"200",2020-05-28,1,14083,2044,49,17,21.4
"201",2020-05-27,1,14034,2027,116,14,24.5
"202",2020-05-26,1,13918,2013,100,23,25
"203",2020-05-25,1,13818,1990,59,12,25.9
"204",2020-05-24,1,13759,1978,77,18,29.2
"205",2020-05-23,1,13682,1960,76,18,30
"206",2020-05-22,1,13606,1942,95,18,31.9
"207",2020-05-21,1,13511,1924,130,23,33.4
"208",2020-05-20,1,13381,1901,131,19,33.7
"209",2020-05-19,1,13250,1882,124,22,34.2
"210",2020-05-18,1,13126,1860,147,34,37.8
"211",2020-05-17,1,12979,1826,98,30,40.8
"212",2020-05-16,1,12881,1796,126,34,42.8
"213",2020-05-15,1,12755,1762,137,21,43.7
"214",2020-05-14,1,12618,1741,138,27,44.5
"215",2020-05-13,1,12480,1714,142,29,46.8
"216",2020-05-12,1,12338,1685,220,20,50.6
"217",2020-05-11,1,12118,1665,229,30,51.8
"218",2020-05-10,1,11889,1635,150,21,51.9
"219",2020-05-09,1,11739,1614,151,27,52.4
"220",2020-05-08,1,11588,1587,158,29,53.6
"221",2020-05-07,1,11430,1558,199,36,57.9
"222",2020-05-06,1,11231,1522,243,27,64.8
"223",2020-05-05,1,10988,1495,252,28,69.1
"224",2020-05-04,1,10736,1467,234,28,73.2
"225",2020-05-03,1,10502,1439,162,31,75
"226",2020-05-02,1,10340,1408,183,42,74.9
"227",2020-05-01,1,10157,1366,273,41,76.1
"228",2020-04-30,1,9884,1325,384,33,78.3
"229",2020-04-29,1,9500,1292,358,30,76.3
"230",2020-04-28,1,9142,1262,361,42,76.4
"231",2020-04-27,1,8781,1220,281,33,73.7
"232",2020-04-26,1,8500,1187,159,34,75
"233",2020-04-25,1,8341,1153,215,49,79.4
"234",2020-04-24,1,8126,1104,332,29,85.5
"235",2020-04-23,1,7794,1075,332,34,84
"236",2020-04-22,1,7462,1041,361,38,82.6
"237",2020-04-21,1,7101,1003,288,37,79.7
"238",2020-04-20,1,6813,966,315,43,78.6
"239",2020-04-19,1,6498,923,276,45,75.5
"240",2020-04-18,1,6222,878,379,50,72.7
"241",2020-04-17,1,5843,828,292,37,68.5
"242",2020-04-16,1,5551,791,295,25,66.7
"243",2020-04-15,1,5256,766,284,32,67.4
"244",2020-04-14,1,4972,734,257,52,67.6
"245",2020-04-13,1,4715,682,232,37,71.1
"246",2020-04-12,1,4483,645,201,46,76.4
"247",2020-04-11,1,4282,599,267,49,77.2
"248",2020-04-10,1,4015,550,245,56,76.7
"249",2020-04-09,1,3770,494,314,47,77.3
"250",2020-04-08,1,3456,447,289,45,73.7
"251",2020-04-07,1,3167,402,350,41,74.5
"252",2020-04-06,1,2817,361,375,43,69.2
"253",2020-04-05,1,2442,318,221,45,61.8
"254",2020-04-04,1,2221,273,254,46,57.5
"255",2020-04-03,1,1967,227,261,43,52.2
"256",2020-04-02,1,1706,184,219,32,46.3
"257",2020-04-01,1,1487,152,308,33,41.7
"352",2020-12-08,2,320999,12987,1550,74,133
"353",2020-12-07,2,319449,12913,1831,71,135
"354",2020-12-06,2,317618,12842,1135,66,135.6
"355",2020-12-05,2,316483,12776,994,66,134.5
"356",2020-12-04,2,315489,12710,1451,67,136.5
"357",2020-12-03,2,314038,12643,1353,85,136.2
"358",2020-12-02,2,312685,12558,1449,70,139.5
"359",2020-12-01,2,311236,12488,1695,81,144.8
"360",2020-11-30,2,309541,12407,1878,81,147
"361",2020-11-29,2,307663,12326,1055,76,151.1
"362",2020-11-28,2,306608,12250,1140,70,155.5
"363",2020-11-27,2,305468,12180,1429,81,158.8
"364",2020-11-26,2,304039,12099,1597,74,166.4
"365",2020-11-25,2,302442,12025,1833,104,174.2
"366",2020-11-24,2,300609,11921,1859,90,184.4
"367",2020-11-23,2,298750,11831,2178,90,200.6
"368",2020-11-22,2,296572,11741,1382,84,216.8
"369",2020-11-21,2,295190,11657,1378,103,226.8
"370",2020-11-20,2,293812,11554,1986,96,240.4
"371",2020-11-19,2,291826,11458,2176,86,257.3
"372",2020-11-18,2,289650,11372,2578,124,274.2
"373",2020-11-17,2,287072,11248,3047,98,292.4
"374",2020-11-16,2,284025,11150,3368,95,304
"375",2020-11-15,2,280657,11055,2117,107,322.3
"376",2020-11-14,2,278540,10948,2374,98,336.7
"377",2020-11-13,2,276166,10850,3226,120,342.7
"378",2020-11-12,2,272940,10730,3419,103,351.2
"379",2020-11-11,2,269521,10627,3913,99,357.8
"380",2020-11-10,2,265608,10528,3900,92,360.2
"381",2020-11-09,2,261708,10436,4715,108,367.6
"382",2020-11-08,2,256993,10328,3173,102,384.2
"383",2020-11-07,2,253820,10226,2810,103,382.7
"384",2020-11-06,2,251010,10123,3851,109,387.3
"385",2020-11-05,2,247159,10014,3908,106,394.4
"386",2020-11-04,2,243251,9908,4089,94,403.1
"387",2020-11-03,2,239162,9814,4439,109,410.6
"388",2020-11-02,2,234723,9705,5934,92,417.5
"389",2020-11-01,2,228789,9613,3066,91,412.2
"390",2020-10-31,2,225723,9522,3143,97,415.1
"391",2020-10-30,2,222580,9425,4372,103,418.5
"392",2020-10-29,2,218208,9322,4546,98,420
"393",2020-10-28,2,213662,9224,4646,79,423.2
"394",2020-10-27,2,209016,9145,4942,78,435.5
"395",2020-10-26,2,204074,9067,5543,75,444.4
"396",2020-10-25,2,198531,8992,3283,83,452.8
"397",2020-10-24,2,195248,8909,3392,73,451.8
"398",2020-10-23,2,191856,8836,4484,69,454.5
"399",2020-10-22,2,187372,8767,4780,66,446.4
"400",2020-10-21,2,182592,8701,5548,74,438.1
"401",2020-10-20,2,177044,8627,5595,70,423.5
"402",2020-10-19,2,171449,8557,6160,62,405.6
"403",2020-10-18,2,165289,8495,3209,58,386.6
"404",2020-10-17,2,162080,8437,3589,66,382.8
"405",2020-10-16,2,158491,8371,3892,53,374
"406",2020-10-15,2,154599,8318,4170,51,371.8
"407",2020-10-14,2,150429,8267,4477,45,373.3
"408",2020-10-13,2,145952,8222,4282,36,371.8
"409",2020-10-12,2,141670,8186,4760,48,375.3
"410",2020-10-11,2,136910,8138,2933,42,369.5
"411",2020-10-10,2,133977,8096,2939,45,369.1
"412",2020-10-09,2,131038,8051,3736,32,369.2
"413",2020-10-08,2,127302,8019,4277,31,364.9
"414",2020-10-07,2,123025,7988,4366,37,355.6
"415",2020-10-06,2,118659,7951,4537,29,345.6
"416",2020-10-05,2,114122,7922,4338,28,327
"417",2020-10-04,2,109784,7894,2901,23,308.7
"418",2020-10-03,2,106883,7871,2948,28,299.7
"419",2020-10-02,2,103935,7843,3424,34,287.1
"420",2020-10-01,2,100511,7809,3594,29,270.7
"421",2020-09-30,2,96917,7780,3628,35,251.8
"422",2020-09-29,2,93289,7745,3173,16,231.8
"423",2020-09-28,2,90116,7729,2992,22,215.5
"424",2020-09-27,2,87124,7707,2246,21,194.8
"425",2020-09-26,2,84878,7686,2019,22,185.5
"426",2020-09-25,2,82859,7664,2217,13,178.6
"427",2020-09-24,2,80642,7651,2212,21,167.4
"428",2020-09-23,2,78430,7630,2159,30,156.5
"429",2020-09-22,2,76271,7600,1972,23,146.8
"430",2020-09-21,2,74299,7577,1477,15,134.5
"431",2020-09-20,2,72822,7562,1563,13,128.7
"432",2020-09-19,2,71259,7549,1511,10,115.7
"433",2020-09-18,2,69748,7539,1398,12,105.5
"434",2020-09-17,2,68350,7527,1407,14,98.4
"435",2020-09-16,2,66943,7513,1450,13,91.6
"436",2020-09-15,2,65493,7500,1067,12,83.3
"437",2020-09-14,2,64426,7488,1050,13,80.4
"438",2020-09-13,2,63376,7475,612,8,79.2
"439",2020-09-12,2,62764,7467,760,16,78.7
"440",2020-09-11,2,62004,7451,875,7,75.7
"441",2020-09-10,2,61129,7444,912,9,72.4
"442",2020-09-09,2,60217,7435,838,18,68.6
"443",2020-09-08,2,59379,7417,858,15,66.3
"444",2020-09-07,2,58521,7402,961,16,60.7
"445",2020-09-06,2,57560,7386,574,14,51.2
"446",2020-09-05,2,56986,7372,541,20,46.9
"447",2020-09-04,2,56445,7352,634,10,42.9
"448",2020-09-03,2,55811,7342,630,7,39.1
"449",2020-09-02,2,55181,7335,666,8,34.5
"450",2020-09-01,2,54515,7327,449,5,29.3
"451",2020-08-31,2,54066,7322,263,9,26.1
"452",2020-08-30,2,53803,7313,257,8,25.6
"453",2020-08-29,2,53546,7305,247,5,23.7
"454",2020-08-28,2,53299,7300,360,9,22.7
"455",2020-08-27,2,52939,7291,289,7,20.7
"456",2020-08-26,2,52650,7284,285,11,19.8
"457",2020-08-25,2,52365,7273,212,13,19.3
"458",2020-08-24,2,52153,7260,230,9,19.1
"459",2020-08-23,2,51923,7251,118,16,19.8
"460",2020-08-22,2,51805,7235,173,13,19.7
"461",2020-08-21,2,51632,7222,210,11,19.5
"462",2020-08-20,2,51422,7211,224,13,19.9
"463",2020-08-19,2,51198,7198,253,12,20.1
"464",2020-08-18,2,50945,7186,191,8,20.4
"465",2020-08-17,2,50754,7178,282,16,22
"466",2020-08-16,2,50472,7162,115,12,23
"467",2020-08-15,2,50357,7150,156,18,23.6
"468",2020-08-14,2,50201,7132,241,13,24.4
"469",2020-08-13,2,49960,7119,236,8,24.4
"470",2020-08-12,2,49724,7111,275,14,25
"471",2020-08-11,2,49449,7097,309,13,24.8
"472",2020-08-10,2,49140,7084,358,9,24.4
"473",2020-08-09,2,48782,7075,159,15,23.6
"474",2020-08-08,2,48623,7060,215,16,23.7
"475",2020-08-07,2,48408,7044,240,14,22.9
"476",2020-08-06,2,48168,7030,279,15,22
"477",2020-08-05,2,47889,7015,260,9,21.2
"478",2020-08-04,2,47629,7006,278,8,21.6
"479",2020-08-03,2,47351,6998,299,18,20.5
"480",2020-08-02,2,47052,6980,166,10,19.1
"481",2020-08-01,2,46886,6970,158,5,18.9
"482",2020-07-31,2,46728,6965,178,13,18.7
"483",2020-07-30,2,46550,6952,221,11,18.4
"484",2020-07-29,2,46329,6941,288,15,17.9
"485",2020-07-28,2,46041,6926,198,7,16.8
"486",2020-07-27,2,45843,6919,190,5,16.2
"487",2020-07-26,2,45653,6914,158,15,15.9
"488",2020-07-25,2,45495,6899,137,11,15
"489",2020-07-24,2,45358,6888,158,12,14.5
"490",2020-07-23,2,45200,6876,183,10,13.9
"491",2020-07-22,2,45017,6866,208,18,13.4
"492",2020-07-21,2,44809,6848,156,15,12.6
"493",2020-07-20,2,44653,6833,164,12,12
"494",2020-07-19,2,44489,6821,93,12,11.2
"495",2020-07-18,2,44396,6809,106,10,10.6
"496",2020-07-17,2,44290,6799,110,17,10.3
"497",2020-07-16,2,44180,6782,150,13,10
"498",2020-07-15,2,44030,6769,146,14,9.7
"499",2020-07-14,2,43884,6755,109,17,9.3
"500",2020-07-13,2,43775,6738,105,9,9.1
"501",2020-07-12,2,43670,6729,54,9,9.6
"502",2020-07-11,2,43616,6720,79,12,10.4
"503",2020-07-10,2,43537,6708,88,11,10.3
"504",2020-07-09,2,43449,6697,130,21,10.4
"505",2020-07-08,2,43319,6676,115,14,9.9
"506",2020-07-07,2,43204,6662,94,15,9.9
"507",2020-07-06,2,43110,6647,142,14,10
"508",2020-07-05,2,42968,6633,115,11,9.8
"509",2020-07-04,2,42853,6622,71,12,9.5
"510",2020-07-03,2,42782,6610,96,20,9.8
"511",2020-07-02,2,42686,6590,97,13,9.9
"512",2020-07-01,2,42589,6577,112,14,10.3
"513",2020-06-30,2,42477,6563,103,20,11
"514",2020-06-29,2,42374,6543,123,15,11.3
"515",2020-06-28,2,42251,6528,95,23,11.8
"516",2020-06-27,2,42156,6505,93,17,11.8
"517",2020-06-26,2,42063,6488,105,19,12.2
"518",2020-06-25,2,41958,6469,127,28,13
"519",2020-06-24,2,41831,6441,159,27,13.7
"520",2020-06-23,2,41672,6414,127,33,14
"521",2020-06-22,2,41545,6381,157,23,15.2
"522",2020-06-21,2,41388,6358,99,13,15.3
"523",2020-06-20,2,41289,6345,118,24,15.9
"524",2020-06-19,2,41171,6321,165,16,16.1
"525",2020-06-18,2,41006,6305,179,23,16.1
"526",2020-06-17,2,40827,6282,184,24,16.1
"527",2020-06-16,2,40643,6258,211,29,16.6
"528",2020-06-15,2,40432,6229,165,25,16.7
"529",2020-06-14,2,40267,6204,148,30,16.7
"530",2020-06-13,2,40119,6174,128,22,16.5
"531",2020-06-12,2,39991,6152,170,23,16.5
"532",2020-06-11,2,39821,6129,177,28,17
"533",2020-06-10,2,39644,6101,223,31,17.8
"534",2020-06-09,2,39421,6070,218,28,18.3
"535",2020-06-08,2,39203,6042,165,41,19.2
"536",2020-06-07,2,39038,6001,129,36,20.6
"537",2020-06-06,2,38909,5965,132,39,22
"538",2020-06-05,2,38777,5926,203,34,23.1
"539",2020-06-04,2,38574,5892,240,33,24.5
"540",2020-06-03,2,38334,5859,256,37,25.6
"541",2020-06-02,2,38078,5822,287,41,26.2
"542",2020-06-01,2,37791,5781,262,32,26.5
"543",2020-05-31,2,37529,5749,233,29,26.5
"544",2020-05-30,2,37296,5720,216,35,26.9
"545",2020-05-29,2,37080,5685,303,41,27.9
"546",2020-05-28,2,36777,5644,324,50,28.9
"547",2020-05-27,2,36453,5594,295,39,30.3
"548",2020-05-26,2,36158,5555,309,41,33.1
"549",2020-05-25,2,35849,5514,268,45,36.8
"550",2020-05-24,2,35581,5469,263,45,38.8
"551",2020-05-23,2,35318,5424,289,48,39.3
"552",2020-05-22,2,35029,5376,376,38,40.9
"553",2020-05-21,2,34653,5338,427,50,41.2
"554",2020-05-20,2,34226,5288,498,44,41.2
"555",2020-05-19,2,33728,5244,584,60,41.5
"556",2020-05-18,2,33144,5184,410,50,41.1
"557",2020-05-17,2,32734,5134,301,45,42.7
"558",2020-05-16,2,32433,5089,407,55,43.3
"559",2020-05-15,2,32026,5034,394,67,42.5
"560",2020-05-14,2,31632,4967,428,47,43.7
"561",2020-05-13,2,31204,4920,526,49,44.8
"562",2020-05-12,2,30678,4871,550,71,45.6
"563",2020-05-11,2,30128,4800,531,53,45.9
"564",2020-05-10,2,29597,4747,346,79,44.5
"565",2020-05-09,2,29251,4668,344,56,46.5
"566",2020-05-08,2,28907,4612,482,80,47.5
"567",2020-05-07,2,28425,4532,509,81,50.8
"568",2020-05-06,2,27916,4451,585,76,54.4
"569",2020-05-05,2,27331,4375,576,67,57.3
"570",2020-05-04,2,26755,4308,427,81,59.1
"571",2020-05-03,2,26328,4227,492,83,61.7
"572",2020-05-02,2,25836,4144,413,82,60.9
"573",2020-05-01,2,25423,4062,727,76,62.7
"574",2020-04-30,2,24696,3986,773,93,63
"575",2020-04-29,2,23923,3893,795,88,64.2
"576",2020-04-28,2,23128,3805,710,86,65.8
"577",2020-04-27,2,22418,3719,622,93,65.6
"578",2020-04-26,2,21796,3626,428,93,66.2
"579",2020-04-25,2,21368,3533,549,93,68.7
"580",2020-04-24,2,20819,3440,750,107,73
"581",2020-04-23,2,20069,3333,859,112,70.6
"582",2020-04-22,2,19210,3221,912,127,69.6
"583",2020-04-21,2,18298,3094,693,106,66.6
"584",2020-04-20,2,17605,2988,672,106,65.8
"585",2020-04-19,2,16933,2882,607,95,64.9
"586",2020-04-18,2,16326,2787,863,135,63.3
"587",2020-04-17,2,15463,2652,580,118,59.9
"588",2020-04-16,2,14883,2534,779,166,60.2
"589",2020-04-15,2,14104,2368,695,129,60.5
"590",2020-04-14,2,13409,2239,633,153,62.6
"591",2020-04-13,2,12776,2086,609,145,64.8
"592",2020-04-12,2,12167,1941,488,155,68.4
"593",2020-04-11,2,11679,1786,610,152,70.2
"594",2020-04-10,2,11069,1634,602,140,70.1
"595",2020-04-09,2,10467,1494,804,129,71.1
"596",2020-04-08,2,9663,1365,852,138,69.4
"597",2020-04-07,2,8811,1227,791,159,66.2
"598",2020-04-06,2,8020,1068,873,107,63
"599",2020-04-05,2,7147,961,624,120,58
"600",2020-04-04,2,6523,841,597,101,54.4
"601",2020-04-03,2,5926,740,682,111,50.7
"602",2020-04-02,2,5244,629,677,112,45.9
"603",2020-04-01,2,4567,517,619,93,41.6
"698",2020-12-08,3,225609,7911,1329,42,145.6
"699",2020-12-07,3,224280,7869,1404,49,148.2
"700",2020-12-06,3,222876,7820,865,53,153.6
"701",2020-12-05,3,222011,7767,876,42,156.7
"702",2020-12-04,3,221135,7725,1050,66,160.6
"703",2020-12-03,3,220085,7659,1153,77,165.4
"704",2020-12-02,3,218932,7582,1338,69,169.7
"705",2020-12-01,3,217594,7513,1468,45,174.7
"706",2020-11-30,3,216126,7468,1701,61,180
"707",2020-11-29,3,214425,7407,1037,59,186.5
"708",2020-11-28,3,213388,7348,1092,74,192.2
"709",2020-11-27,3,212296,7274,1311,77,197.2
"710",2020-11-26,3,210985,7197,1393,72,208.6
"711",2020-11-25,3,209592,7125,1611,76,221.2
"712",2020-11-24,3,207981,7049,1762,83,238.9
"713",2020-11-23,3,206219,6966,2059,86,262.4
"714",2020-11-22,3,204160,6880,1350,78,284.5
"715",2020-11-21,3,202810,6802,1366,77,298
"716",2020-11-20,3,201444,6725,1938,73,318.6
"717",2020-11-19,3,199506,6652,2089,83,339.3
"718",2020-11-18,3,197417,6569,2581,85,359.5
"719",2020-11-17,3,194836,6484,3056,63,379.9
"720",2020-11-16,3,191780,6421,3274,54,392.9
"721",2020-11-15,3,188506,6367,2094,80,415
"722",2020-11-14,3,186412,6287,2503,77,429.5
"723",2020-11-13,3,183909,6210,3076,68,435.5
"724",2020-11-12,3,180833,6142,3198,85,445.6
"725",2020-11-11,3,177635,6057,3705,62,452.7
"726",2020-11-10,3,173930,5995,3772,67,449.1
"727",2020-11-09,3,170158,5928,4489,99,452.3
"728",2020-11-08,3,165669,5829,2892,66,455.5
"729",2020-11-07,3,162777,5763,2833,82,454.2
